Kimlik_No,Ad,Soyad,Cinsiyet,Yaş,Email,Telefon,Şehir,İlçe,Rol_Kategorisi,Rol,Kıdem,Ünvan,Deneyim_Yıl,Eğitim_Seviyesi,Eğitim_Alanı,Mezuniyet_Yılı,Doğum_Yılı,İşe_Başlama_Tarihi,Maaş_TL,Şirket,Şirket_Büyüklüğü,Sektör,Çalışma_Şekli,Uzaktan_Çalışma_Oranı,Kullandığı_Teknolojiler,Ana_Programlama_Dili,İngilizce_Seviyesi,Diğer_Diller,Sertifikalar,LinkedIn_Profili,GitHub_Profili,Toplam_Proje_Sayısı,Teknik_Beceri_Puanı,Soft_Skill_Puanı,Yıllık_İzin_Gün,Son_Terfi_Tarihi
344,Yasan,Korutürk,Erkek,23,koruturk.yasan@yahoo.com,+90(333)945-2288x5158,İstanbul,Levent,Yönetim ve Liderlik,Teknik Takım Lideri,Jr.,Jr. Teknik Takım Lideri,0.9,Önlisans,Endüstri Mühendisliği,2022,2002,2025-08-25,28180,STM,Kurumsal (1000+),Savunma Sanayi,Hibrit,40,"Kotlin, Elixir, COBOL, DynamoDB, Oracle, FaunaDB, Jenkins, ELK Stack",Elixir,İleri,Türkçe (Anadil),,linkedin.com/in/yasan-koruturk-236,github.com/yasan_koruturk,5,43,69,14,
345,Niyazi,Zengin,Erkek,35,niyazi.zengin@gmail.com,846 0 810,Aydın,Yeni Mahalle,Yazılım Geliştirme,Oyun Geliştirici,Müdür Yardımcısı,Müdür Yardımcısı Oyun Geliştirici,12.4,Önlisans,Yazılım Mühendisliği,2010,1990,2015-11-16,46469,Huawei Türkiye,Kurumsal (1000+),Yazılım,Sözleşmeli,0,"Groovy, F#, VBA, Kotlin, Apollo Client, Tailwind CSS, Webpack, React, Adonis.js, Fiber, FastAPI, Ruby on Rails, MySQL, Neo4j",Kotlin,İleri,"Türkçe (Anadil), Fransızca (İleri)","Certified Spring Professional, Certified Kubernetes Administrator (CKA), Microsoft Certified: .NET Developer, Certified Kubernetes Developer (CKD)",linkedin.com/in/niyazi-zengin-354,github.com/niyazizengin,42,100,89,23,2021-04-13
346,Kayagün,Manço,Erkek,58,kayagun_manco@hotmail.com,+90(034)2442043,İstanbul,Ataşehir,DevOps ve Altyapı,Bulut Mimarı,Jr.,Jr. Bulut Mimarı,1.7,Doktora,Bilgisayar Mühendisliği,1995,1967,2025-07-05,23988,Yemeksepeti Tech,Kurumsal (1000+),E-Ticaret,Tam Zamanlı,0,"Scala, Objective-C, Go, Helm, Grafana, GitHub Actions, SQLite, Couchbase, Vultr, Linode",Objective-C,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/kayagun-manco-253,,5,45,62,15,2025-02-21
347,Çağdan,Duran,Erkek,33,cagdan.duran@gmail.com,+90(571)9838638,İstanbul,Bakırköy,Tasarım ve Kullanıcı Deneyimi,Web Tasarımcısı,Lead,Lead Web Tasarımcısı,8.4,Lisans,Yazılım Mühendisliği,2014,1992,2018-01-19,44705,TÜBİTAK,Büyük (201-1000),Finans/Bankacılık,Tam Zamanlı,0,"Adobe XD, Zeplin, Balsamiq, Less, Webpack, JavaScript",JavaScript,Orta,Türkçe (Anadil),"Google UX Design Certificate, Human Factors International Certified Usability Analyst, Figma Certification",linkedin.com/in/cagdan-duran-972,,20,94,66,21,2022-07-07
348,Özdil,Çetin,Erkek,47,cetin.ozdil@yahoo.com,0066-658 0043,Antalya,Konyaaltı,Yapay Zeka ve Makine Öğrenmesi,Robotik Süreç Otomasyonu Uzmanı,Mid.,Mid. Robotik Süreç Otomasyonu Uzmanı,2.6,Lisans,Elektrik-Elektronik Mühendisliği,2000,1978,2023-02-02,31058,Turkcell Teknoloji,Büyük (201-1000),Perakende,Tam Zamanlı,0,"Assembly, Kotlin, COBOL, Ray, NLTK, SageMaker, Neo4j, Supabase, SQL Server",COBOL,İleri,Türkçe (Anadil),"Certified Data Management Professional (CDMP), SAS Certified Data Scientist",linkedin.com/in/ozdil-cetin-260,github.com/ozdilcetin,5,53,51,16,2023-11-29
349,Taygan,Bilge,Erkek,47,taygan.bilge@outlook.com,+90(359)893-3472x122,Adana,Cumhuriyet,DevOps ve Altyapı,Linux Yöneticisi,Müdür Yardımcısı,Müdür Yardımcısı Linux Yöneticisi,14.8,Lisans,Bilgisayar Mühendisliği,2000,1978,2025-10-28,57306,İş Bankası Teknoloji,Büyük (201-1000),Telekom,Tam Zamanlı,0,"C#, Java, Ruby, ELK Stack, Chef, CircleCI, Prometheus, SQLite, Neo4j, PostgreSQL, MySQL, Cloudflare, Netlify, DigitalOcean, OVH",Ruby,İleri,Türkçe (Anadil),"PMI Agile Certified Practitioner (PMI-ACP), AWS Certified DevOps Engineer",linkedin.com/in/taygan-bilge-774,,43,99,85,24,2020-07-17
350,Yılma,Zorlu,Erkek,59,yzorlu@gmail.com,+90 (606) 4842294,Kayseri,Yeni Mahalle,QA ve Test,Yazılım Test Mühendisi,Stajyer,Stajyer Yazılım Test Mühendisi,0.2,Lisans,Endüstri Mühendisliği,1988,1966,2025-01-10,7747,ThoughtWorks,Büyük (201-1000),Yazılım,Yarı Zamanlı,0,"Lua, Objective-C, Ruby, Jasmine, Chai, Robot Framework, GitHub Actions, Kubernetes, Grafana",Ruby,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/yilma-zorlu-327,,2,39,52,14,
351,Abdulsemet,Şama,Erkek,26,abdulsemet_sama@hotmail.com,+90(202)590-9479x851,Ankara,Sincan,Yazılım Geliştirme,Oyun Geliştirici,Mid.,Mid. Oyun Geliştirici,4.0,Lisans,Yazılım Mühendisliği,2021,1999,2025-11-18,25094,İş Bankası Teknoloji,Büyük (201-1000),Perakende,Tam Zamanlı,0,"Groovy, Clojure, HTML, Apollo Client, Django, Phoenix, Ruby on Rails, MySQL, SQL Server, Oracle",Clojure,Orta,Türkçe (Anadil),,linkedin.com/in/abdulsemet-sama-536,github.com/abdulsemetsama21,6,58,55,18,
352,Özdal,Demirel,Erkek,26,ozdal.demirel@gmail.com,(832)818 2688,Sakarya,Bahçelievler,Veri,Veri Bilimci,Stajyer,Stajyer Veri Bilimci,0.0,Lisans,Elektrik-Elektronik Mühendisliği,2021,1999,2025-03-04,10108,Obilet Technology,Küçük (11-50),E-Ticaret,Tam Zamanlı,20,"Haskell, JavaScript, Rust, MariaDB, SQLite, Hadoop, MLflow, OpenCV",Rust,Başlangıç,"Türkçe (Anadil), Arapça (Orta)",,linkedin.com/in/ozdal-demirel-249,github.com/demirelo,3,39,55,14,
353,Rakide,Çorlu,Kadın,44,rakide.corlu@gmail.com,(335)554 3987,İstanbul,Maltepe,QA ve Test,Test Uzmanı,Müdür,Müdür Test Uzmanı,16.1,Yüksek Lisans,Bilgisayar Mühendisliği,2005,1981,2015-10-21,72321,SDT Uzay,Kurumsal (1000+),Savunma Sanayi,Hibrit,40,"Assembly, Perl, Groovy, MATLAB, SoapUI, JMeter, Mocha, Kubernetes, Puppet",Perl,Başlangıç,Türkçe (Anadil),"Certified Information Systems Security Professional (CISSP), Systems Security Certified Practitioner (SSCP), Offensive Security Certified Professional (OSCP)",linkedin.com/in/rakide-corlu-708,,44,95,97,26,2022-08-06
354,Seha,Alemdar,Erkek,57,seha.alemdar@outlook.com,+90(157)3993056,Bursa,Nilüfer,İş ve Analiz,IT Danışmanı,Stajyer,Stajyer IT Danışmanı,0.4,Lisans,Bilgisayar Mühendisliği,1990,1968,2025-05-02,9146,Türk Telekom Teknoloji,Büyük (201-1000),Telekom,Yarı Zamanlı,0,"Kotlin, R, JavaScript, MariaDB, MongoDB, CockroachDB, Firebase, GitHub Actions, Helm, Docker, Vault",R,İleri,"Türkçe (Anadil), Japonca (İleri)",,linkedin.com/in/seha-alemdar-370,,2,38,45,14,
355,Özpınar,Akça,Erkek,27,ozpinarakca@gmail.com,+90 (648) 4085887,İstanbul,Beyoğlu,Destek ve Operasyon,IT Operasyon Uzmanı,Mid.,Mid. IT Operasyon Uzmanı,4.7,Önlisans,Fizik,2018,1998,2025-12-18,25113,KAREL,Büyük (201-1000),Savunma Sanayi,Sözleşmeli,0,"R, JavaScript, Elixir, DynamoDB, PostgreSQL, Oracle, Git, Vault",R,Orta,Türkçe (Anadil),"Chef Certified Developer, Google Professional Cloud DevOps Engineer",linkedin.com/in/ozpinar-akca-674,,8,64,57,18,2022-03-09
356,Tagangül,Türk,Kadın,28,tagangul.turk@outlook.com,0358-112 8801,Kocaeli,Çayırova,Güvenlik,Güvenlik Mühendisi,Jr.,Jr. Güvenlik Mühendisi,1.6,Yüksek Lisans,Elektrik-Elektronik Mühendisliği,2021,1997,2024-07-01,21477,Paraşüt,Startup (1-10),Oyun,Tam Zamanlı,0,"Go, Lua, Elixir, Snort, Trend Micro, Aircrack-ng, Terraform, ArgoCD, Vault",Lua,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/tagangul-turk-227,,4,53,61,15,
357,Gülözge,Ülker,Kadın,47,gulker@gmail.com,06138612075,İstanbul,Beyoğlu,DevOps ve Altyapı,Cloud Mühendisi,Müdür,Müdür Cloud Mühendisi,17.1,Önlisans,Elektrik-Elektronik Mühendisliği,1998,1978,2012-12-02,83097,Bizim Yazılım,Orta (51-200),Danışmanlık,Tam Zamanlı,0,"Go, PHP, Vault, Docker, Redis, SQL Server, MySQL, Neo4j, Vultr, IBM Cloud",PHP,Orta,"Türkçe (Anadil), Arapça (Orta)","Terraform Associate, GitLab Certified",linkedin.com/in/gulozge-ulker-978,,26,97,91,26,2021-09-10
358,Aydar,Çorlu,Kadın,37,corlu.aydar@yahoo.com,+90 (024) 8193466,Ankara,Gölbaşı,QA ve Test,Test Uzmanı,Mid.,Mid. Test Uzmanı,2.0,Lisans,Bilgisayar Mühendisliği,2010,1988,2023-12-15,23061,Cybersoft,Orta (51-200),Finans/Bankacılık,Tam Zamanlı,0,"R, Assembly, PyTest, PHPUnit, Vault, Puppet",Assembly,İleri,Türkçe (Anadil),Tableau Desktop Certified Professional,,github.com/aydar_corlu,12,54,43,16,2023-11-29
359,Muratcan,Şener,Erkek,57,msener@gmail.com,650 6 180,Ankara,Keçiören,Veri,ETL Geliştirici,Müdür Yardımcısı,Müdür Yardımcısı ETL Geliştirici,12.6,Lisans,Bilgisayar Mühendisliği,1990,1968,2023-09-26,58496,Deloitte Digital,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Haskell, Ruby, Assembly, FaunaDB, Firestore, SQLite, CockroachDB, TensorFlow, NumPy, Dask, SageMaker",Assembly,İleri,Türkçe (Anadil),"Microsoft Certified: Data Engineer, Databricks Certified Data Engineer",linkedin.com/in/muratcan-sener-923,github.com/senerm,32,100,92,23,2023-05-03
360,Tiğin,Gül,Erkek,52,tgul@gmail.com,+90 (901) 5814491,İstanbul,Ataşehir,Tasarım ve Kullanıcı Deneyimi,UI Tasarımcısı,Müdür Yardımcısı,Müdür Yardımcısı UI Tasarımcısı,11.8,Yüksek Lisans,Endüstri Mühendisliği,1997,1973,2021-04-14,61014,Migros Teknoloji,Büyük (201-1000),E-Ticaret,Tam Zamanlı,0,"Adobe Illustrator, UXPin, Angular, Nuxt.js",,İleri,"Türkçe (Anadil), Almanca (İleri), Rusça (Başlangıç)",Adobe XD Certification,linkedin.com/in/tigin-gul-137,github.com/tgul,23,92,92,23,2022-11-04
361,Lezize,İnönü,Kadın,27,lezize_i̇nonu@hotmail.com,+90(660)728-3268x424,Kayseri,Fatih,Veri,Veri Mühendisi,Jr.,Jr. Veri Mühendisi,1.7,Lisans,Yazılım Mühendisliği,2020,1998,2024-01-16,20264,BAYKAR,Kurumsal (1000+),Savunma Sanayi,Uzaktan,100,"F#, Go, Haskell, Couchbase, SQL Server, MongoDB, Ray, NLTK, OpenCV, TensorFlow",Go,İleri Düzey,"Türkçe (Anadil), Arapça (Orta)",,linkedin.com/in/lezize-i̇nonu-742,github.com/lezizei̇nonu86,3,45,47,15,2025-02-21
362,Nurda,Akça,Kadın,34,nurdaakca@gmail.com,+90(882)1009968,İstanbul,Beyoğlu,Yönetim ve Liderlik,IT Müdürü,Sr.,Sr. IT Müdürü,5.7,Önlisans,Bilgisayar Mühendisliği,2011,1991,2025-04-12,53109,Apsiyon,Küçük (11-50),Yazılım,Sözleşmeli,0,"Scala, Python, C++, PostgreSQL, FaunaDB, SQLite, Helm, Git, Jenkins, Ansible",Scala,Orta,Türkçe (Anadil),"PRINCE2 Foundation/Practitioner, SAFe Agilist",linkedin.com/in/nurda-akca-708,,16,78,76,20,2022-11-04
363,Sargın,Akça,Erkek,38,sakca@gmail.com,+90 (435) 3682223,İstanbul,Kadıköy,Güvenlik,Ağ Güvenliği Uzmanı,Mid.,Mid. Ağ Güvenliği Uzmanı,3.1,Lisans,Yönetim Bilişim Sistemleri,2009,1987,2022-12-05,33408,Bizim Yazılım,Orta (51-200),Danışmanlık,Tam Zamanlı,20,"VBA, F#, C#, Java, Kali Linux, SonarQube, Nessus, OWASP ZAP, Kubernetes, SonarQube",VBA,Orta,Türkçe (Anadil),Certified Ethical Hacker (CEH),linkedin.com/in/sargin-akca-440,,7,53,57,17,2024-08-25
364,Tarancı,Karadeniz,Erkek,36,taranci.karadeniz@outlook.com,0312-908 7814,Ankara,Keçiören,İş ve Analiz,ERP Uzmanı,Stajyer,Stajyer ERP Uzmanı,0.2,Lisans,Bilgisayar Mühendisliği,2011,1989,2025-08-06,9345,Modanisa Tech,Startup (1-10),E-Ticaret,Freelance,80,"Python, JavaScript, Kotlin, C++, Supabase, MongoDB, FaunaDB, Redis, Git, Puppet, Istio",Kotlin,Orta,Türkçe (Anadil),Microsoft Certified: Azure Solutions Architect,linkedin.com/in/taranci-karadeniz-217,,3,50,49,14,
365,Ufukay,Erdoğan,Erkek,27,uerdogan@gmail.com,0139-755 2314,Kocaeli,Derince,İş ve Analiz,CRM Uzmanı,Jr.,Jr. CRM Uzmanı,0.9,Lisans,Bilgisayar Programcılığı,2020,1998,2025-03-27,18054,METEKSAN Savunma,Orta (51-200),Kamu,Tam Zamanlı,0,"R, MATLAB, Python, Java, PostgreSQL, MySQL, DynamoDB, Cassandra, TeamCity, GitLab CI/CD, Jenkins",Python,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/ufukay-erdogan-341,,8,46,57,14,2024-12-23
366,Tayaydın,Erdoğan,Erkek,25,tayaydin_erdogan@hotmail.com,05775949299,İstanbul,Şişli,İş ve Analiz,ERP Uzmanı,Mid.,Mid. ERP Uzmanı,2.1,Lisans,Matematik,2022,2000,2023-07-07,24198,TRtest,Kurumsal (1000+),Kamu,Tam Zamanlı,0,"Assembly, Clojure, Dart, C++, MongoDB, PostgreSQL, Kubernetes, Git, ArgoCD",Dart,İleri Düzey,Türkçe (Anadil),"Figma Certification, Interaction Design Foundation UX Certificate, Human Factors International Certified Usability Analyst",linkedin.com/in/tayaydin-erdogan-354,,11,60,59,16,2024-02-27
367,Kader,Sezgin,Erkek,31,kader.sezgin@outlook.com,(620)533 6452,İstanbul,Maltepe,İş ve Analiz,Bilgi Sistemleri Analisti,Mid.,Mid. Bilgi Sistemleri Analisti,4.2,Lisans,Matematik,2016,1994,2023-07-10,24271,Siemens Türkiye,Büyük (201-1000),Danışmanlık,Tam Zamanlı,20,"Go, TypeScript, Swift, MongoDB, InfluxDB, PostgreSQL, GitHub Actions, ArgoCD, Ansible",TypeScript,İleri Düzey,Türkçe (Anadil),,linkedin.com/in/kader-sezgin-291,,8,65,57,18,2024-03-28
368,Umutcan,Gül,Erkek,23,umutcan.gul@outlook.com,(777)547 8129,İstanbul,Maltepe,Yapay Zeka ve Makine Öğrenmesi,Bilgisayarla Görü Uzmanı,Jr.,Jr. Bilgisayarla Görü Uzmanı,1.8,Lisans,Mekatronik,2024,2002,2024-04-24,26274,Bilge Adam Teknoloji,Orta (51-200),Finans/Bankacılık,Tam Zamanlı,0,"Lua, F#, COBOL, CUDA, SageMaker, PostgreSQL, Firebase, Supabase",F#,Orta,"Türkçe (Anadil), Almanca (Orta)",,linkedin.com/in/umutcan-gul-363,github.com/umutcangul,5,47,46,15,
369,Atalay,Karadeniz,Erkek,60,karadeniz.atalay@yahoo.com,0283-411 0809,Ankara,Yenimahalle,Destek ve Operasyon,IT Destek Uzmanı,Sr.,Sr. IT Destek Uzmanı,5.7,Lise,Yönetim Bilişim Sistemleri,1983,1965,2023-04-05,32662,Iyzico,Startup (1-10),Oyun,Uzaktan,100,"JavaScript, Assembly, Lua, Dart, Couchbase, ElasticSearch, SQL Server, SonarQube, Helm, Istio",JavaScript,Başlangıç,Türkçe (Anadil),"Oracle Cloud Infrastructure Architect, Microsoft Certified: Azure Solutions Architect, AWS Certified Developer, Oracle Cloud Infrastructure Architect",linkedin.com/in/atalay-karadeniz-113,github.com/atalaykaradeniz49,25,89,63,20,2023-08-31
370,Üçgül,Gülen,Kadın,60,ucgul.gulen@gmail.com,00848872563,Muğla,Cumhuriyet,Yazılım Geliştirme,Mobil Uygulama Geliştirici,Müdür,Müdür Mobil Uygulama Geliştirici,14.9,Yüksek Lisans,Bilgisayar Mühendisliği,1989,1965,2011-02-10,65678,İş Bankası Teknoloji,Kurumsal (1000+),E-Ticaret,Tam Zamanlı,0,"Scala, Dart, Tailwind CSS, HTML, Sass/SCSS, CodeIgniter, ASP.NET Core, SQLite, Redis, Xamarin, iOS, Flutter, Swift",Dart,İleri,Türkçe (Anadil),,,github.com/ucgulgulen94,24,93,94,24,2021-04-13
371,Öncel,Zengin,Erkek,45,oncel.zengin@outlook.com,0278-816 5803,İstanbul,Bakırköy,Güvenlik,Adli Bilişim Uzmanı,Sr.,Sr. Adli Bilişim Uzmanı,6.3,Sertifika Programı,Bilgisayar Teknolojileri,2008,1980,2024-02-04,46845,Huawei Türkiye,Büyük (201-1000),Danışmanlık,Uzaktan,100,"Dart, Go, Splunk, Checkmarx, Metasploit, ArgoCD, Terraform",Go,Orta,"Türkçe (Anadil), Almanca (İleri)","GIAC Security Essentials (GSEC), Certified Information Systems Security Professional (CISSP), Certified Information Systems Auditor (CISA)",linkedin.com/in/oncel-zengin-546,,25,89,64,20,2022-04-08
372,Şemsettin,Sezgin,Erkek,31,ssezgin@gmail.com,0827 229 92 75,İstanbul,Sarıyer,Yapay Zeka ve Makine Öğrenmesi,NLP Uzmanı,Stajyer,Stajyer NLP Uzmanı,0.1,Lisans,Yazılım Mühendisliği,2016,1994,2025-04-11,13448,Amazon Türkiye,Büyük (201-1000),Yazılım,Tam Zamanlı,0,"Rust, Lua, VBA, TypeScript, Pandas, CUDA, InfluxDB, MySQL, PostgreSQL",VBA,Anadil,Türkçe (Anadil),,linkedin.com/in/semsettin-sezgin-687,github.com/sezgins,2,40,58,14,
373,Akçasu,Bilgin,Erkek,60,akcasu.bilgin@outlook.com,+90(314)530-3856x770,Ankara,Sincan,İş ve Analiz,CRM Uzmanı,Müdür,Müdür CRM Uzmanı,19.0,Lisans,Yönetim Bilişim Sistemleri,1987,1965,2025-10-24,70012,Accenture Türkiye,Kurumsal (1000+),Danışmanlık,Tam Zamanlı,0,"Scala, Clojure, Objective-C, Ruby, Couchbase, SQL Server, Docker, SonarQube, GitHub Actions",Clojure,İleri Düzey,"Türkçe (Anadil), Almanca (Orta)","Databricks Certified Data Engineer, IBM Data Science Professional Certificate",linkedin.com/in/akcasu-bilgin-156,,42,91,100,26,2023-02-02
374,Akçabay,Şensoy,Erkek,51,sensoy.akcabay@yahoo.com,(184)498 9266,Denizli,Merkez,Yönetim ve Liderlik,Proje Yöneticisi,Sr.,Sr. Proje Yöneticisi,5.9,Doktora,Bilgisayar Programcılığı,2002,1974,2024-10-08,40065,ISBIR,Büyük (201-1000),Savunma Sanayi,Sözleşmeli,20,"Elixir, Groovy, Firebase, MySQL, Helm, Git, Terraform",Groovy,İleri,Türkçe (Anadil),"Disciplined Agile Senior Scrum Master (DASSM), ITIL Foundation, Disciplined Agile Senior Scrum Master (DASSM)",linkedin.com/in/akcabay-sensoy-195,,22,86,75,20,2021-11-09
375,Kahir,Zengin,Erkek,35,kahir.zengin@gmail.com,+90 (846) 3865577,Ankara,Sincan,Veri,Veri Analisti,Jr.,Jr. Veri Analisti,1.7,Lisans,Bilgisayar Mühendisliği,2012,1990,2024-05-27,20614,Evidea,Startup (1-10),Yazılım,Tam Zamanlı,0,"PHP, Clojure, Java, Python, CockroachDB, Cassandra, TensorFlow, CUDA",Python,İleri,"Türkçe (Anadil), Fransızca (İleri)",,,github.com/kahirzengin,2,52,48,15,
376,Tahir,Yılmaz,Erkek,23,tahir.yilmaz@gmail.com,+90(272)318-4322x2591,Trabzon,Cumhuriyet,Destek ve Operasyon,IT Destek Uzmanı,Jr.,Jr. IT Destek Uzmanı,0.6,Lisans,Bilgisayar Mühendisliği,2024,2002,2025-01-15,15799,Testinium,Orta (51-200),Danışmanlık,Uzaktan,100,"R, Clojure, C#, Java, MariaDB, Cassandra, DynamoDB, Firestore, Chef, Puppet",Java,İleri,Türkçe (Anadil),AWS Certified DevOps Engineer,linkedin.com/in/tahir-yilmaz-881,,7,45,59,14,2025-02-21
377,Tuğrulhan,Bilgin,Erkek,27,tugrulhan.bilgin@outlook.com,517 7 739,Adana,Yıldız,Yönetim ve Liderlik,Yazılım Geliştirme Müdürü,Stajyer,Stajyer Yazılım Geliştirme Müdürü,0.5,Lisans,Elektronik Haberleşme,2020,1998,2025-05-01,11024,KAREL,Kurumsal (1000+),Kamu,Tam Zamanlı,0,"Go, MATLAB, MongoDB, Oracle, TeamCity, Ansible, Prometheus",MATLAB,İleri Düzey,Türkçe (Anadil),,,,1,39,58,14,2025-01-22
378,Boğatimur,Şensoy,Erkek,29,bogatimursensoy@gmail.com,030 2 992,Bursa,Osmangazi,Destek ve Operasyon,Yardım Masası Uzmanı,Mid.,Mid. Yardım Masası Uzmanı,2.4,Lisans,Endüstri Mühendisliği,2018,1996,2024-07-04,20412,Accenture Türkiye,Kurumsal (1000+),Yazılım,Tam Zamanlı,0,"C++, Objective-C, Kotlin, Java, ElasticSearch, Firebase, Kubernetes, Git, Helm, CircleCI",Kotlin,Anadil,Türkçe (Anadil),Databricks Certified Data Engineer,linkedin.com/in/bogatimur-sensoy-210,,12,60,59,16,2024-09-24
379,Bellisan,Şener,Erkek,32,bellisan.sener@outlook.com,+90(092)024-2869x9041,İstanbul,Üsküdar,İş ve Analiz,CRM Uzmanı,Jr.,Jr. CRM Uzmanı,0.7,Lisans,Endüstri Mühendisliği,2015,1993,2025-03-19,20324,Huawei Türkiye,Kurumsal (1000+),Danışmanlık,Tam Zamanlı,0,"Ruby, TypeScript, Dart, C++, Couchbase, Neo4j, MySQL, Supabase, Vault, Puppet",Ruby,İleri,"Türkçe (Anadil), İspanyolca (Orta)",,,,7,41,53,14,
380,Doğuhan,Dumanlı,Erkek,47,ddumanli@gmail.com,+90(723)692-9298x425,Bursa,Osmangazi,Yazılım Geliştirme,Gömülü Yazılım Geliştirici,Müdür,Müdür Gömülü Yazılım Geliştirici,12.0,Lisans,Bilgisayar Mühendisliği,2000,1978,2015-03-08,68361,Sipay,Startup (1-10),E-Ticaret,Hibrit,60,"Assembly, Kotlin, Nuxt.js, TypeScript, Apollo Client, jQuery, Adonis.js, Spring Boot, Django, SQLite, MongoDB, Oracle, Couchbase",TypeScript,İleri,Türkçe (Anadil),"MongoDB Certified Developer, Certified Kubernetes Developer (CKD), Certified Spring Professional",linkedin.com/in/doguhan-dumanli-395,github.com/doguhan_dumanli,24,94,83,23,2022-01-08
381,Mutluhan,Tevetoğlu,Erkek,36,mutluhan.tevetoglu@outlook.com,+90 (366) 2103886,Konya,Cumhuriyet,İş ve Analiz,Bilgi Sistemleri Analisti,Müdür Yardımcısı,Müdür Yardımcısı Bilgi Sistemleri Analisti,11.3,Doktora,Matematik,2017,1989,2021-10-11,47601,MILSOFT,Kurumsal (1000+),Savunma Sanayi,Tam Zamanlı,0,"MATLAB, Clojure, Groovy, InfluxDB, PostgreSQL, Supabase, MongoDB, Ansible, Grafana, Istio",Clojure,İleri,Türkçe (Anadil),"Cisco Certified Network Associate (CCNA), Linux Professional Institute Certification (LPIC), Red Hat Certified Engineer (RHCE)",,github.com/tevetoglum,34,100,90,23,2023-03-04
382,İlteriş,Manço,Erkek,58,manco.i̇lteris@yahoo.com,+90 (279) 9088117,Ankara,Keçiören,DevOps ve Altyapı,Linux Yöneticisi,Sr.,Sr. Linux Yöneticisi,6.5,Lisans,Endüstri Mühendisliği,1989,1967,2023-06-22,40453,OBSS,Büyük (201-1000),Danışmanlık,Tam Zamanlı,0,"Elixir, Rust, ArgoCD, ELK Stack, GitLab CI/CD, InfluxDB, PostgreSQL, MySQL, SQL Server, Tencent Cloud, Vercel",Elixir,İleri Düzey,Türkçe (Anadil),"AWS Certified DevOps Engineer, Disciplined Agile Senior Scrum Master (DASSM)",linkedin.com/in/i̇lteris-manco-503,github.com/i̇lteris.manco,19,78,69,20,2024-06-26
383,Tuğcan,Yaman,Erkek,58,tugcan_yaman@hotmail.com,+90(068)650-8637x6599,Antalya,Konyaaltı,Güvenlik,Güvenlik Analisti,Müdür Yardımcısı,Müdür Yardımcısı Güvenlik Analisti,12.0,Lisans,Elektrik-Elektronik Mühendisliği,1989,1967,2018-03-18,60107,IBM Türkiye,Kurumsal (1000+),Yazılım,Tam Zamanlı,20,"Scala, Objective-C, Nessus, John the Ripper, ELK Stack, TeamCity, Git, Grafana",Scala,İleri,Türkçe (Anadil),"Certified Information Systems Auditor (CISA), Certified Cloud Security Professional (CCSP)",,,20,100,83,23,2021-02-12
384,Aytuna,Şafak,Erkek,38,aytunasafak@gmail.com,0473 149 86 43,İstanbul,Beyoğlu,İş ve Analiz,İş Analisti,Müdür Yardımcısı,Müdür Yardımcısı İş Analisti,14.5,Yüksek Lisans,Bilgisayar Mühendisliği,2011,1987,2024-02-16,58383,Logo Yazılım,Orta (51-200),Danışmanlık,Yarı Zamanlı,0,"Ruby, PHP, Haskell, Java, MariaDB, Redis, GitHub Actions, Jenkins, GitLab CI/CD",Haskell,İleri,Türkçe (Anadil),"Offensive Security Certified Professional (OSCP), CyberArk Certified Defender",linkedin.com/in/aytuna-safak-937,,43,99,79,24,2022-12-04
385,Abdulsemet,Demirel,Erkek,42,abdulsemet.demirel@gmail.com,+90(981)8063565,İstanbul,Levent,Yapay Zeka ve Makine Öğrenmesi,Chatbot Geliştirici,Jr.,Jr. Chatbot Geliştirici,1.5,Lisans,Bilgisayar Mühendisliği,2005,1983,2024-01-25,27588,Ericsson Türkiye,Büyük (201-1000),Yazılım,Tam Zamanlı,20,"F#, C#, Assembly, Perl, OpenCV, Databricks, Cassandra, Firestore",Assembly,İleri,"Türkçe (Anadil), Çince (Orta)","Databricks Certified Data Engineer, MongoDB Certified DBA",linkedin.com/in/abdulsemet-demirel-697,github.com/ademirel,6,57,50,15,2024-12-23
386,Bahaddin,Manço,Erkek,43,bmanco@gmail.com,944 8 695,İstanbul,Maslak,Yapay Zeka ve Makine Öğrenmesi,Derin Öğrenme Mühendisi,Müdür Yardımcısı,Müdür Yardımcısı Derin Öğrenme Mühendisi,11.7,Lisans,Elektronik Haberleşme,2004,1982,2019-12-27,79967,Bilge Adam Teknoloji,Orta (51-200),Finans/Bankacılık,Hibrit,20,"Haskell, COBOL, Dask, TensorFlow, NumPy, PostgreSQL, Supabase",Haskell,İleri Düzey,Türkçe (Anadil),"Microsoft Certified: Data Engineer, Microsoft Certified: Data Scientist",linkedin.com/in/bahaddin-manco-945,,46,92,82,23,
